,Date,Sg. Kemaman (m)
1321,2019-08-14,9.21
1322,2019-08-15,9.02
1323,2019-08-16,8.92
1324,2019-08-17,8.57
1325,2019-08-18,8.48
1326,2019-08-19,8.47
1327,2019-08-20,8.43
1328,2019-08-21,8.55
1329,2019-08-22,8.63
1330,2019-08-23,8.69
1331,2019-08-24,8.79
1332,2019-08-25,8.98
1333,2019-08-26,8.86
1334,2019-08-27,8.68
1335,2019-08-28,8.79
1336,2019-08-29,8.71
1337,2019-08-30,8.69
1338,2019-08-31,8.69
1339,2019-01-09,8.46
1340,2019-02-09,8.45
1341,2019-03-09,8.5
1342,2019-04-09,8.45
1343,2019-05-09,8.41
1344,2019-06-09,8.43
1345,2019-07-09,8.57
1346,2019-08-09,8.52
1347,2019-09-09,8.66
1348,2019-10-09,8.56
1349,2019-11-09,8.45
1350,2019-12-09,8.42
1351,2019-09-13,8.4
1352,2019-09-14,8.4
1353,2019-09-15,8.4
1354,2019-09-16,8.38
1355,2019-09-17,8.36
1356,2019-09-18,8.58
1357,2019-09-19,8.75
1358,2019-09-20,8.67
1359,2019-09-21,8.64
1360,2019-09-22,8.63
1361,2019-09-23,8.63
1362,2019-09-24,8.63
1363,2019-09-25,8.9
1364,2019-09-26,8.92
1365,2019-09-27,8.81
1366,2019-09-28,8.84
1367,2019-09-29,8.86
1368,2019-09-30,9.28
1369,2019-01-10,8.67
1370,2019-02-10,8.87
1371,2019-03-10,8.91
1372,2019-04-10,8.75
1373,2019-05-10,8.71
1374,2019-06-10,9.1
1375,2019-07-10,9.13
1376,2019-08-10,8.85
1377,2019-09-10,8.81
1378,2019-10-10,8.84
1379,2019-11-10,9.06
1380,2019-12-10,8.96
1381,2019-10-13,9.04
1382,2019-10-14,9.12
1383,2019-10-15,8.93
1384,2019-10-16,8.81
1385,2019-10-17,8.8
1386,2019-10-18,8.88
1387,2019-10-19,8.8
1388,2019-10-20,8.77
1389,2019-10-21,8.73
1390,2019-10-22,8.77
1391,2019-10-23,8.75
1392,2019-10-24,8.8
1393,2019-10-25,8.82
1394,2019-10-26,8.75
1395,2019-10-27,8.77
1396,2019-10-28,8.72
1397,2019-10-29,11.47
1398,2019-10-30,10.93
1399,2019-10-31,10.93
1400,2019-01-11,8.92
1401,2019-02-11,8.88
1402,2019-03-11,8.86
1403,2019-04-11,8.89
1404,2019-05-11,9.01
1405,2019-06-11,8.77
1406,2019-07-11,8.63
1407,2019-08-11,8.6
1408,2019-09-11,8.49
1409,2019-10-11,8.47
1410,2019-11-11,8.69
1411,2019-12-11,8.96
1412,2019-11-13,8.64
1413,2019-11-14,8.62
1414,2019-11-15,8.84
1415,2019-11-16,8.69
1416,2019-11-17,9.07
1417,2019-11-18,9.45
1418,2019-11-19,9.15
1419,2019-11-20,9.06
1420,2019-11-21,9.06
1421,2019-11-22,11.05
1422,2019-11-23,10.33
1423,2019-11-24,9.48
1424,2019-11-25,9.17
1425,2019-11-26,8.99
1426,2019-11-27,9.5
1427,2019-11-28,9.99
1428,2019-11-29,8.97
1429,2019-11-30,8.93
1430,2019-01-12,11.21
1431,2019-02-12,11.08
1432,2019-03-12,10.15
1433,2019-04-12,9.65
1434,2019-05-12,9.43
1435,2019-06-12,9.29
1436,2019-07-12,9.22
1437,2019-08-12,9.32
1438,2019-09-12,9.24
1439,2019-10-12,9.11
1440,2019-11-12,9.03
1441,2019-12-12,8.97
1442,2019-12-13,8.93
1443,2019-12-14,9.15
1444,2019-12-15,9.43
1445,2019-12-16,11.56
1446,2019-12-17,11.17
1447,2019-12-18,11.25
1448,2019-12-19,10.46
1449,2019-12-20,9.86
1450,2019-12-21,9.59
1451,2019-12-22,9.42
1452,2019-12-23,9.31
1453,2019-12-24,9.23
1454,2019-12-25,9.16
1455,2019-12-26,9.1
1456,2019-12-27,9.05
1457,2019-12-28,9.0
1458,2019-12-29,9.0
1459,2019-12-30,9.0
1460,2019-12-31,9.0
1461,2020-01-01,8.87
1462,2020-02-01,8.88
1463,2020-03-01,8.86
1464,2020-04-01,8.83
1465,2020-05-01,8.78
1466,2020-06-01,8.77
1467,2020-07-01,8.76
1468,2020-08-01,8.73
1469,2020-09-01,8.71
1470,2020-10-01,8.68
1471,2020-11-01,8.66
1472,2020-12-01,8.64
1473,2020-01-13,8.62
1474,2020-01-14,8.6
1475,2020-01-15,8.59
1476,2020-01-16,8.57
1477,2020-01-17,8.56
1478,2020-01-18,8.55
1479,2020-01-19,8.6
1480,2020-01-20,8.62
1481,2020-01-21,8.58
1482,2020-01-22,8.54
1483,2020-01-23,8.52
1484,2020-01-24,8.5
1485,2020-01-25,8.48
1486,2020-01-26,8.47
1487,2020-01-27,8.47
1488,2020-01-28,8.63
1489,2020-01-29,8.66
1490,2020-01-30,8.5
1491,2020-01-31,8.49
1492,2020-01-02,8.76
1493,2020-02-02,8.61
1494,2020-03-02,8.5
1495,2020-04-02,8.46
1496,2020-05-02,8.44
1497,2020-06-02,8.43
1498,2020-07-02,8.42
1499,2020-08-02,8.41
1500,2020-09-02,8.52
1501,2020-10-02,8.88
1502,2020-11-02,8.68
1503,2020-12-02,8.72
1504,2020-02-13,8.6
1505,2020-02-14,8.5
1506,2020-02-15,8.46
1507,2020-02-16,8.44
1508,2020-02-17,8.44
1509,2020-02-18,8.56
1510,2020-02-19,8.49
1511,2020-02-20,8.44
1512,2020-02-21,8.43
1513,2020-02-22,8.48
1514,2020-02-23,8.47
1515,2020-02-24,8.46
1516,2020-02-25,8.43
1517,2020-02-26,8.41
1518,2020-02-27,8.39
1519,2020-02-28,8.38
1520,2020-02-29,8.37
1521,2020-01-03,8.36
1522,2020-02-03,8.36
1523,2020-03-03,8.35
1524,2020-04-03,8.35
1525,2020-05-03,8.35
1526,2020-06-03,8.38
1527,2020-07-03,8.39
1528,2020-08-03,8.42
1529,2020-09-03,8.34
1530,2020-10-03,8.33
1531,2020-11-03,8.32
1532,2020-12-03,8.31
1533,2020-03-13,8.31
1534,2020-03-14,8.31
1535,2020-03-15,8.3
1536,2020-03-16,8.31
1537,2020-03-17,8.32
1538,2020-03-18,8.4
1539,2020-03-19,8.31
1540,2020-03-20,8.29
1541,2020-03-21,8.3
1542,2020-03-22,8.42
1543,2020-03-23,8.49
1544,2020-03-24,8.38
1545,2020-03-25,8.38
1546,2020-03-26,8.32
1547,2020-03-27,8.3
1548,2020-03-28,8.29
1549,2020-03-29,8.28
1550,2020-03-30,8.28
1551,2020-03-31,8.33
1552,2020-01-04,8.27
1553,2020-02-04,8.32
1554,2020-03-04,8.36
1555,2020-04-04,8.35
1556,2020-05-04,8.36
1557,2020-06-04,8.39
1558,2020-07-04,8.35
1559,2020-08-04,8.36
1560,2020-09-04,8.3
1561,2020-10-04,8.28
1562,2020-11-04,8.27
1563,2020-12-04,8.27
1564,2020-04-13,8.27
1565,2020-04-14,8.26
1566,2020-04-15,8.26
1567,2020-04-16,8.26
1568,2020-04-17,8.25
1569,2020-04-18,8.24
1570,2020-04-19,8.24
1571,2020-04-20,8.24
1572,2020-04-21,8.23
1573,2020-04-22,8.27
1574,2020-04-23,8.42
1575,2020-04-24,8.35
1576,2020-04-25,8.38
1577,2020-04-26,8.53
1578,2020-04-27,8.39
1579,2020-04-28,8.32
1580,2020-04-29,8.3
1581,2020-04-30,8.38
1582,2020-01-05,8.38
1583,2020-02-05,8.52
1584,2020-03-05,8.4
1585,2020-04-05,8.54
1586,2020-05-05,8.81
1587,2020-06-05,8.56
1588,2020-07-05,8.7
1589,2020-08-05,8.52
1590,2020-09-05,8.57
1591,2020-10-05,8.46
1592,2020-11-05,8.46
1593,2020-12-05,8.38
1594,2020-05-13,8.43
1595,2020-05-14,8.36
1596,2020-05-15,8.33
1597,2020-05-16,8.34
1598,2020-05-17,8.41
1599,2020-05-18,8.4
1600,2020-05-19,8.47
1601,2020-05-20,8.48
1602,2020-05-21,8.43
1603,2020-05-22,8.55
1604,2020-05-23,8.41
1605,2020-05-24,8.36
1606,2020-05-25,8.35
1607,2020-05-26,8.42
1608,2020-05-27,8.37
1609,2020-05-28,8.32
1610,2020-05-29,8.35
1611,2020-05-30,8.45
1612,2020-05-31,8.49
1613,2020-01-06,8.46
1614,2020-02-06,8.38
1615,2020-03-06,8.34
1616,2020-04-06,8.31
1617,2020-05-06,8.3
1618,2020-06-06,8.37
1619,2020-07-06,8.33
1620,2020-08-06,8.3
1621,2020-09-06,8.38
1622,2020-10-06,8.43
1623,2020-11-06,8.42
1624,2020-12-06,8.7
1625,2020-06-13,9.03
1626,2020-06-14,8.55
1627,2020-06-15,8.44
1628,2020-06-16,8.46
1629,2020-06-17,8.66
1630,2020-06-18,8.91
1631,2020-06-19,8.79
1632,2020-06-20,8.83
1633,2020-06-21,8.61
1634,2020-06-22,8.61
1635,2020-06-23,8.69
1636,2020-06-24,8.98
1637,2020-06-25,8.68
1638,2020-06-26,8.55
1639,2020-06-27,8.49
1640,2020-06-28,8.46
1641,2020-06-29,8.44
1642,2020-06-30,8.58
1643,2020-01-07,8.53
1644,2020-02-07,8.79
1645,2020-03-07,8.51
1646,2020-04-07,8.65
1647,2020-05-07,8.87
1648,2020-06-07,8.7
1649,2020-07-07,8.57
1650,2020-08-07,8.51
1651,2020-09-07,8.49
1652,2020-10-07,8.5
1653,2020-11-07,8.69
1654,2020-12-07,8.78
1655,2020-07-13,8.68
1656,2020-07-14,8.49
1657,2020-07-15,8.46
1658,2020-07-16,8.45
1659,2020-07-17,8.39
1660,2020-07-18,8.41
1661,2020-07-19,8.44
1662,2020-07-20,8.36
1663,2020-07-21,8.34
1664,2020-07-22,8.33
1665,2020-07-23,8.45
1666,2020-07-24,8.48
1667,2020-07-25,8.52
1668,2020-07-26,8.37
1669,2020-07-27,8.33
1670,2020-07-28,8.32
1671,2020-07-29,8.35
1672,2020-07-30,8.55
1673,2020-07-31,8.55
1674,2020-01-08,8.54
1675,2020-02-08,8.43
1676,2020-03-08,8.4
1677,2020-04-08,8.37
1678,2020-05-08,8.38
1679,2020-06-08,8.37
1680,2020-07-08,8.41
1681,2020-08-08,8.39
1682,2020-09-08,8.44
1683,2020-10-08,8.35
1684,2020-11-08,8.34
1685,2020-12-08,8.44
1686,2020-08-13,8.42
1687,2020-08-14,9.02
1688,2020-08-15,8.57
1689,2020-08-16,8.52
1690,2020-08-17,9.09
1691,2020-08-18,9.52
1692,2020-08-19,9.29
1693,2020-08-20,9.07
1694,2020-08-21,8.93
1695,2020-08-22,9.57
1696,2020-08-23,8.93
1697,2020-08-24,8.74
1698,2020-08-25,8.65
1699,2020-08-26,8.6
1700,2020-08-27,8.56
1701,2020-08-28,8.54
1702,2020-08-29,8.53
1703,2020-08-30,8.36
1704,2020-08-31,8.36
1705,2020-01-09,8.47
1706,2020-02-09,8.58
1707,2020-03-09,8.57
1708,2020-04-09,8.48
1709,2020-05-09,8.44
1710,2020-06-09,8.42
1711,2020-07-09,8.42
1712,2020-08-09,8.45
1713,2020-09-09,8.48
1714,2020-10-09,8.48
1715,2020-11-09,8.43
1716,2020-12-09,8.42
1717,2020-09-13,8.43
1718,2020-09-14,8.55
1719,2020-09-15,8.7
1720,2020-09-16,8.51
1721,2020-09-17,8.41
1722,2020-09-18,8.39
1723,2020-09-19,8.38
1724,2020-09-20,8.37
1725,2020-09-21,8.37
1726,2020-09-22,8.35
1727,2020-09-23,8.39
1728,2020-09-24,8.47
1729,2020-09-25,8.72
1730,2020-09-26,8.56
1731,2020-09-27,8.43
1732,2020-09-28,8.38
1733,2020-09-29,8.35
1734,2020-09-30,8.79
1735,2020-01-10,9.2
1736,2020-02-10,8.92
1737,2020-03-10,8.75
1738,2020-04-10,8.76
1739,2020-05-10,8.99
1740,2020-06-10,8.98
1741,2020-07-10,9.53
1742,2020-08-10,9.04
1743,2020-09-10,8.78
1744,2020-10-10,8.7
1745,2020-11-10,8.62
1746,2020-12-10,8.62
1747,2020-10-13,8.7
1748,2020-10-14,8.64
1749,2020-10-15,8.56
1750,2020-10-16,8.53
1751,2020-10-17,8.51
1752,2020-10-18,8.5
1753,2020-10-19,8.68
1754,2020-10-20,8.69
1755,2020-10-21,8.77
1756,2020-10-22,8.58
1757,2020-10-23,8.5
1758,2020-10-24,8.49
1759,2020-10-25,8.87
1760,2020-10-26,9.03
1761,2020-10-27,8.66
1762,2020-10-28,8.58
1763,2020-10-29,8.67
1764,2020-10-30,10.15
1765,2020-10-31,10.15
1766,2020-01-11,8.81
1767,2020-02-11,9.01
1768,2020-03-11,8.91
1769,2020-04-11,8.95
1770,2020-05-11,8.98
1771,2020-06-11,9.26
1772,2020-07-11,9.23
1773,2020-08-11,9.26
1774,2020-09-11,9.16
1775,2020-10-11,8.99
1776,2020-11-11,8.98
1777,2020-12-11,9.14
1778,2020-11-13,8.91
1779,2020-11-14,8.87
1780,2020-11-15,8.79
1781,2020-11-16,8.73
1782,2020-11-17,9.43
1783,2020-11-18,9.86
1784,2020-11-19,9.21
1785,2020-11-20,9.05
1786,2020-11-21,9.08
1787,2020-11-22,9.24
1788,2020-11-23,9.5
1789,2020-11-24,10.24
1790,2020-11-25,9.94
1791,2020-11-26,9.64
1792,2020-11-27,14.53
1793,2020-11-28,11.96
1794,2020-11-29,10.55
1795,2020-11-30,9.43
1796,2020-01-12,10.12
1797,2020-02-12,10.04
1798,2020-03-12,9.89
1799,2020-04-12,10.23
1800,2020-05-12,10.02
1801,2020-06-12,9.72
1802,2020-07-12,9.54
1803,2020-08-12,9.44
1804,2020-09-12,9.37
1805,2020-10-12,9.32
1806,2020-11-12,9.44
1807,2020-12-12,9.31
1808,2020-12-13,9.21
1809,2020-12-14,9.17
1810,2020-12-15,9.17
1811,2020-12-16,9.6
1812,2020-12-17,12.51
1813,2020-12-18,13.37
1814,2020-12-19,13.25
1815,2020-12-20,12.64
1816,2020-12-21,10.73
1817,2020-12-22,10.15
1818,2020-12-23,9.93
1819,2020-12-24,9.82
1820,2020-12-25,9.7
1821,2020-12-26,10.07
1822,2020-12-27,10.04
1823,2020-12-28,9.69
1824,2020-12-29,9.52
1825,2020-12-30,9.52
1826,2020-12-31,9.52
